Genus	Subfamily	Family	Accession	Phage	Genome	Genome size
Theraphagusvirus		Hirszfeldviridae	PP977194	Acinetobacter phage vB_AbaM-SPB	dsDNA	45587
Walailakvirus		Hirszfeldviridae	OL743187	Acinetobacter phage vB_AbM_WUPSU	dsDNA	44241
Wenzhouvirus		Hirszfeldviridae	HM368260	Acinetobacter phage AB1	dsDNA	45159
Wenzhouvirus		Hirszfeldviridae	PP717790	Acinetobacter phage VB_AB_Acb75	dsDNA	45487
Kozievirus	Kutznervirinae	Hodgkinviridae	OK040792	Microbacterium phage Kozie	dsDNA	53094
Kozievirus	Kutznervirinae	Hodgkinviridae	OR941552	Microbacterium phage MO526	dsDNA	53210
Margaeryvirus	Kutznervirinae	Hodgkinviridae	MK937606	Microbacterium phage Margaery	dsDNA	56033
Margaeryvirus	Kutznervirinae	Hodgkinviridae	MN813684	Microbacterium phage Terij	dsDNA	55691
Mementomorivirus	Kutznervirinae	Hodgkinviridae	MK937591	Microbacterium phage Cinna	dsDNA	55366
Mementomorivirus	Kutznervirinae	Hodgkinviridae	MK937608	Microbacterium phage Cressida	dsDNA	55957
Fuzzbustervirus		Hodgkinviridae	MN062720	Microbacterium phage FuzzBuster	dsDNA	54844
Meganvirus		Hodgkinviridae	MN586020	Microbacterium phage Megan	dsDNA	55210
Meganvirus		Hodgkinviridae	OR159674	Microbacterium phage Nicole72	dsDNA	55431
Metamorphoovirus		Hodgkinviridae	MN585986	Microbacterium phage Ariadne	dsDNA	54347
Metamorphoovirus		Hodgkinviridae	MK524510	Microbacterium phage Fireman	dsDNA	54579
Quhwahvirus		Hodgkinviridae	MT657336	Microbacterium phage ClearAsMud	dsDNA	52987
Quhwahvirus		Hodgkinviridae	MZ622179	Microbacterium phage Honeyfin	dsDNA	53154
Bajunvirus		Jeanschmidtviridae	ON529858	Brevundimonas phage vB_BpoS-Bajun	dsDNA	207261
Bertelyvirus		Jeanschmidtviridae	MH588546	Caulobacter phage CcrBL9	dsDNA	322272
Bertelyvirus		Jeanschmidtviridae	MH588547	Caulobacter phage CcrSC	dsDNA	317489
Colossusvirus		Jeanschmidtviridae	JX100810	Caulobacter phage CcrColossus	dsDNA	279967
Colossusvirus		Jeanschmidtviridae	MH588545	Caulobacter phage CcrPW	dsDNA	308141
Kikimoravirus		Jeanschmidtviridae	ON529850	Brevundimonas phage vB_BpoS-Gurke	dsDNA	321510
Kikimoravirus		Jeanschmidtviridae	ON529857	Brevundimonas phage vB_BpoS-Kikimora	dsDNA	312615
Marchewkavirus		Jeanschmidtviridae	ON529855	Brevundimonas phage vB_BpoS-Domovoi	dsDNA	352705
Marchewkavirus		Jeanschmidtviridae	ON529852	Brevundimonas phage vB_BpoS-Kabachok	dsDNA	356285
Poindextervirus		Jeanschmidtviridae	MH588544	Caulobacter phage CcrBL10	dsDNA	220934
Poindextervirus		Jeanschmidtviridae	JX100814	Caulobacter phage CcrRogue	dsDNA	223720
Shapirovirus		Jeanschmidtviridae	JX100813	Caulobacter phage phiCbK	dsDNA	215710
Shapirovirus		Jeanschmidtviridae	JX100809	Caulobacter phage CcrSwift	dsDNA	219216
Cuauhnahuacvirus		Kleczkowskaviridae	MN988521	Rhizobium phage RHph_TM30	dsDNA	207623
Cuauhnahuacvirus		Kleczkowskaviridae	MN988525	Rhizobium phage RHph_Y65	dsDNA	206821
Akedovirus		Konodaiviridae	OP072332.1	Akedovirus sp. isolate 2520_67539	dsDNA	56866
Satomivirus		Konodaiviridae	OP031061.1	Satomivirus sp. isolate 1827_77749	dsDNA	57601
Shienvirus		Konodaiviridae	OP073416.1	Shienvirus sp. isolate 0727_113293	dsDNA	56886
Cafassovirus		Kruegerviridae	ON970578	Gordonia phage Aleemily	dsDNA	86218
Cafassovirus		Kruegerviridae	MZ322021	Gordonia phage Cafasso	dsDNA	87157
Vanleevirus		Kruegerviridae	MZ028627	Gordonia phage VanLee	dsDNA	84560
Bcepfunavirus		Lindbergviridae	EF153632	Burkholderia phage BcepF1	dsDNA	72415
Carpasinavirus		Lindbergviridae	MH059633	Xanthomonas phage Carpasina	dsDNA	61939
Carpasinavirus		Lindbergviridae	MT161386	Xanthomonas phage FoX6	dsDNA	61077
Gladiolivirus		Lindbergviridae	MT708549	Burkholderia phage Maja	dsDNA	68393
Irusalimvirus		Lindbergviridae	MW460246	Burkholderia phage BCSR52	dsDNA	70038
Irusalimvirus		Lindbergviridae	PV388296	Burkholderia phage Karil-mokiny-1	dsDNA	70144
Kylevirus		Lindbergviridae	MN038177	Panteoa phage Kyle	dsDNA	73168
Myosmarvirus		Lindbergviridae	MK618717	Serratia phage MTx	dsDNA	68621
Myosmarvirus		Lindbergviridae	MN062189	Serratia phage MyoSmar	dsDNA	68745
Pbunavirus		Lindbergviridae	LN610589	Pseudomonas phage vB_PaeM_C1-14_Ab28	dsDNA	66181
Pbunavirus		Lindbergviridae	MT119374	Pseudomonas phage antinowhere	dsDNA	65852
Plutovirus		Lindbergviridae	ON529861	Luteibacter phage vB_LflM-Pluto	dsDNA	67528
Tabernariusvirus		Lindbergviridae	MG018926	Pseudomonas phage tabernarius	dsDNA	67498
Wifcevirus		Lindbergviridae	OR352958	Escherichia phage AV128	dsDNA	68483
Wifcevirus		Lindbergviridae	ON210137	Escherichia phage EC150	dsDNA	68034
Ludisvirus		Ludisviridae	PP754928	Porphyromonas phage phage005b_ATCC49417	dsDNA	48681
Liaodongvirus		Luriaviridae	MT188223	Acinetobacter phage vB_AbaM_D22	dsDNA	103539
Liaodongvirus		Luriaviridae	OL960030	Acinetobacter phage vB_AbaM_P1	dsDNA	105384
Queenastridvirus		Luriaviridae	KJ473422	Acinetobacter phage vB_AbaM_Acibel004	dsDNA	99730
Saclayvirus		Luriaviridae	PV611675	Acinetobacter phage vB_AbaM_14/CRR8	dsDNA	102820
Saclayvirus		Luriaviridae	MT623546	Acinetobacter phage Ab_121	dsDNA	102499
Wulsvirus		Luriaviridae	PV067693	Acinetobacter phage Acba_22	dsDNA	104980
Wulsvirus		Luriaviridae	OZ038335	Acinetobacter phage vB_AbaM_KissB	dsDNA	102626
Lutzvirus		Lutzviridae	OR420712	Oceanotoga phage vB_OteS-UFV02	dsDNA	53482
Cepunavirus		Madridviridae	Z47794	Streptococcus phage Cp1	dsDNA	19343
Cepunavirus		Madridviridae	LK392619	Streptococcus phage Cp-7	dsDNA	19741
Pelagimarinivirus		Mariniviridae	PQ625738.1	Pelagibacter virus vSAG-37-F6	dsDNA	59799
Dabrowskivirus		Mazoviaviridae	OQ846916	Alicyclobacillus myophage vB_Aac_IAFB_3916	dsDNA	120131
Abidjanvirus	Bradleyvirinae	Mesyanzhinovviridae	LN610577	Pseudomonas phage vB_PaeS_PAO1_Ab18	dsDNA	56537
Abidjanvirus	Bradleyvirinae	Mesyanzhinovviridae	LN610584	Pseudomonas phage vB_PaeS_PAO1_Ab19	dsDNA	58139
Bosavirus	Bradleyvirinae	Mesyanzhinovviridae	OL674541	Stenotrophomonas phage vB_SmaS-AXL_1	dsDNA	63962
Bosavirus	Bradleyvirinae	Mesyanzhinovviridae	LR743532	Xanthomonas phage Bosa	dsDNA	63828
Cinvestavvirus	Bradleyvirinae	Mesyanzhinovviridae	JQ067093	Pseudomonas phage PaMx74	dsDNA	58637
Docaquintavirus	Bradleyvirinae	Mesyanzhinovviridae	ON932079	Xanthomonas phage vB_Xar_IVIA-DoCa5	dsDNA	56408
Donnerlittchenvirus	Bradleyvirinae	Mesyanzhinovviridae	ON529854	Janthinobacterium phage vB_JliM-Donnerlittchen	dsDNA	58220
Elanorvirus	Bradleyvirinae	Mesyanzhinovviridae	ON189045	Xanthomonas phage Elanor	dsDNA	62341
Epaquintavirus	Bradleyvirinae	Mesyanzhinovviridae	MT108725	Pseudomonas phage Epa5	dsDNA	64096
Ghuizhouvirus	Bradleyvirinae	Mesyanzhinovviridae	ON005621	Stenotrophomonas phage A1432	dsDNA	61660
Mallosvirus	Bradleyvirinae	Mesyanzhinovviridae	ON189047	Xanthomonas phage Mallos	dsDNA	59242
Pamexvirus	Bradleyvirinae	Mesyanzhinovviridae	KU204984	Pseudomonas phage AAT-1	dsDNA	57599
Pamexvirus	Bradleyvirinae	Mesyanzhinovviridae	JQ067089	Pseudomonas phage PaMx28	dsDNA	55108
Xooduovirus	Bradleyvirinae	Mesyanzhinovviridae	ON331942	Stenotrophomonas phage vB_Sm_QDWS359	dsDNA	61862
Xooduovirus	Bradleyvirinae	Mesyanzhinovviridae	KX241618	Xanthomonas phage Xoo-sp2	dsDNA	60497
Vojvodinavirus	Rabinowitzvirinae	Mesyanzhinovviridae	KY000218	Bordetella phage CN1	dsDNA	60160
Vojvodinavirus	Rabinowitzvirinae	Mesyanzhinovviridae	KY000219	Bordetella phage CN2	dsDNA	62030
Yuavirus	Rabinowitzvirinae	Mesyanzhinovviridae	PP661417	Pseudomonas phage Bella	dsDNA	62260
Yuavirus	Rabinowitzvirinae	Mesyanzhinovviridae	OQ992553	Pseudomonas phage Clover	dsDNA	61543
Keylargovirus		Mesyanzhinovviridae	AY576273	Alphaproteobacteria phage PhiJL001	dsDNA	63649
Mollyvirus		Molycolviridae	MT732450	Maribacter phage Colly_1	dsDNA	124169
Mollyvirus		Molycolviridae	MT732451	Maribacter phage Molly_1	dsDNA	124695
Kuravirus	Gordonclarkvirinae	Mtkvariviridae	MZ234028	Escherichia phage vB_EcoP-CHD5UKE1	dsDNA	77359
Kuravirus	Gordonclarkvirinae	Mtkvariviridae	MN715356	Escherichia phage vB_EcoP_EcoN5	dsDNA	76083
Nieuwekanaalvirus	Gordonclarkvirinae	Mtkvariviridae	MG748548	Escherichia phage EP335	dsDNA	76622
Nieuwekanaalvirus	Gordonclarkvirinae	Mtkvariviridae	KF981730	Escherichia phage KBNP1711	dsDNA	76184
Suseptimavirus	Gordonclarkvirinae	Mtkvariviridae	MZ234017	Escherichia phage vB_EcoP-101114UKE3	dsDNA	75747
Suseptimavirus	Gordonclarkvirinae	Mtkvariviridae	JX415536	Escherichia phage ECBP2	dsDNA	77315
Noahvirus		Naomviridae	MN602266	Bacteriophage DSS3_VP1	dsDNA	75087
Dewhirstvirus		Nixviridae	BK068097	Porphyromonas phage phage016a_WW2866	dsDNA	49563
Dewhirstvirus		Nixviridae	BK068098	Porphyromonas phage phage017a_JCVISC001	dsDNA	47852
Excelsiorvirus		Nixviridae	BK068107	Porphyromonas phage phage026a_KCOM2802	dsDNA	42164
Haasevirus		Nixviridae	BK068106	Porphyromonas phage phage025a_SJD11	dsDNA	44366
Haasevirus		Nixviridae	BK068108	Porphyromonas phage phage027a_F0568	dsDNA	44137
Nixvirus		Nixviridae	BK068113	Porphyromonas phage phage032a_KCOM2801	dsDNA	41939
Schifferlevirus		Nixviridae	BK068101	Porphyromonas phage phage020a_SJD2	dsDNA	43493
Schifferlevirus		Nixviridae	BK068103	Porphyromonas phage phage022a_WW2931	dsDNA	44472
Bonaevitaevirus	Pelczarvirinae	Orlajensenviridae	MH045556	Microbacterium phage BonaeVitae	dsDNA	17451
Efekovirus	Pelczarvirinae	Orlajensenviridae	MH825700	Microbacterium phage Efeko	dsDNA	17491
Paopuvirus	Pelczarvirinae	Orlajensenviridae	MN585990	Microbacterium phage Azizam	dsDNA	17385
Paopuvirus	Pelczarvirinae	Orlajensenviridae	MT521990	Microbacterium phage Bri160	dsDNA	17442
Bacelvirus		Pachyviridae	KC821622	Cellulophaga phage phi46:3	dsDNA	72961
Baltivirus		Pachyviridae	KC821633	Cellulophaga phage phi13:2	dsDNA	72369
Baltivirus		Pachyviridae	KC821620	Cellulophaga phage phi18:3	dsDNA	71443
Gundelvirus		Pachyviridae	MT732474	Tenacibaculum phage Gundel_1	dsDNA	78833
Acarajevirus		Peduoviridae	PP316168	Ralstonia phage AB1	dsDNA	41668
Aptresvirus		Peduoviridae	KP966108	Burkholderia phage AP3	dsDNA	36499
Aptresvirus		Peduoviridae	MT701591	Burkholderia phage Mana	dsDNA	38038
Aresaunavirus		Peduoviridae	AB276040	Ralstonia phage RSA1	dsDNA	38760
Aresaunavirus		Peduoviridae	MG747435	Ralstonia phage RsoM1USA	dsDNA	39309
Arsenicumvirus		Peduoviridae	MZ568829	Shewanella phage vB_SspM_M16-3	dsDNA	40166
Arsyunavirus		Peduoviridae	AB981169	Ralstonia phage RSY1	dsDNA	40002
Baylorvirus		Peduoviridae	KP137436	Mannheimia phage vB_MhM_1127AP1	dsDNA	36745
Baylorvirus		Peduoviridae	DQ426904	Mannheimia phage PHL101	dsDNA	34525
Bielevirus		Peduoviridae	OP484843	Aeromonas phage A051	dsDNA	32212
Bielevirus		Peduoviridae	DQ674738	Aeromonas phage phiO18P	dsDNA	33985
Bracchivirus		Peduoviridae	MF417929	uncultured Caudovirales phage clone 2F_1	dsDNA	32618
Canoevirus		Peduoviridae	MG592573	Vibrio phage 1.202.O._10N.222.45.E8	dsDNA	32014
Catalunyavirus		Peduoviridae	KY045851	Pseudoalteromonas phage C5a	dsDNA	35209
Citexvirus		Peduoviridae	MK511066	Pseudomonas phage vB_Pae_BR319a	dsDNA	35343
Citexvirus		Peduoviridae	MK034952	Pseudomonas phage Dobby	dsDNA	37152
Dagavirus		Peduoviridae	MK422453	Klebsiella phage ST13-OXA48phi12.1	dsDNA	39086
Duodecimduovirus		Peduoviridae	CP000624	Burkholderia phage phiE12-2	dsDNA	36690
Duonihilunusvirus		Peduoviridae	OM046627	Yersinia phage vB_YenM_56.17	dsDNA	33247
Duonihilunusvirus		Peduoviridae	OM046626	Yersinia phage vB_YenM_06.16-2	dsDNA	29546
Eganvirus		Peduoviridae	MZ520833	Salmonella phage BIS20	dsDNA	29512
Eganvirus		Peduoviridae	MF276773	Erwinia phage EtG	dsDNA	30413
Elveevirus		Peduoviridae	KY271398	Klebsiella phage 4LV2017	dsDNA	33540
Elveevirus		Peduoviridae	OV696611	Escherichia phage Cartapus	dsDNA	33368
Entnonagintavirus		Peduoviridae	HQ110084	Erwinia phage ENT90	dsDNA	29564
Evevirus		Peduoviridae	LR597637	Escherichia phage ESSI2_ev239	dsDNA	29203
Felsduovirus		Peduoviridae	AE006468.2	Salmonella phage Fels2	dsDNA	4857450
Felsduovirus		Peduoviridae	QUVN01000024.1	Salmonella phage IN60	dsDNA	34704
Finvirus		Peduoviridae	CP038625.1	Arsenophonus phage FIN13	dsDNA	33626
Firavirus		Peduoviridae	OM046624	Yersinia phage vB_YenM_42.18	dsDNA	36481
Gegavirus		Peduoviridae	MK433578	Klebsiella phage ST15-OXA48phi14.1	dsDNA	33839
Gegevirus		Peduoviridae	MK416011	Klebsiella phage ST437-OXA245phi4.1	dsDNA	39642
Gemsvirus		Peduoviridae	CP025901	Escherichia phage 500465-2	dsDNA	33041
Graikaemvirus		Peduoviridae	OM140653	Yersinia phage vB_YenM_31.17	dsDNA	32949
Hpunavirus		Peduoviridae	U24159.1	Haemophilus phage HP1	dsDNA	32355
Hpunavirus		Peduoviridae	AY027935	Haemophilus phage HP2	dsDNA	31508
Inibicvirus		Peduoviridae	ON470592.1	Escherichia phage vB_EcoM-613R3	dsDNA	44992
Irrigatiovirus		Peduoviridae	MK972712	Salmonella phage SI7	dsDNA	30164
Irtavirus		Peduoviridae	OQ025560	Pasteurella phage vB_PmuM_CFP3	dsDNA	32696
Irtavirus		Peduoviridae	DQ114220	Pasteurella phage F108	dsDNA	30505
Kapieceevirus		Peduoviridae	MK422449	Klebsiella phage ST512-KPC3phi13.2	dsDNA	32302
Kayeltresvirus		Peduoviridae	GU911304	Burkholderia phage KL3	dsDNA	40555
Kayeltresvirus		Peduoviridae	OM638610	Burkholderia phage Menos	dsDNA	38792
Kisquattuordecimvirus		Peduoviridae	LC528882	Burkholderia phage FLC5 DNA	dsDNA	32090
Kisquattuordecimvirus		Peduoviridae	LC667452	Burkholderia phage FLC10	dsDNA	32867
Kisquinquevirus		Peduoviridae	ON642070	Burkholderia phage Carl1	dsDNA	37492
Kisquinquevirus		Peduoviridae	GU911303	Burkholderia phage KS5	dsDNA	37236
Longwoodvirus		Peduoviridae	AF125163	Bacteriophage K139	dsDNA	33106
Maltschvirus		Peduoviridae	LR797314	uncultured Caudovirales phage	dsDNA	36306
Nampongvirus		Peduoviridae	KC462197	Burkholderia phage ST79	dsDNA	35430
Novemvirus		Peduoviridae	MG589387	Enterobacter phage phiT5282H	dsDNA	31978
Peduovirus		Peduoviridae	OM475429	Escherichia phage 11W	dsDNA	31564
Peduovirus		Peduoviridae	OV192280	Escherichia phage AC1	dsDNA	33349
Phitrevirus		Peduoviridae	KT887559	Pseudomonas phage phi3	dsDNA	32637
Piscesmortuivirus		Peduoviridae	OL348188	Aeromonas phage vB_AsaM_LPM4	dsDNA	37312
Playavirus		Peduoviridae	KX774374	Salinivibrio phage SMHB1	dsDNA	32826
Plazymidvirus		Peduoviridae	CP023680.1	Zymomonas phage ZM36	dsDNA	36494
Plazymidvirus		Peduoviridae	CP023686.1	Zymomonas phage ZM41	dsDNA	40858
Quadragintavirus		Peduoviridae	LR597649	Escherichia phage ESSI2_ev015	dsDNA	30584
Quadragintavirus		Peduoviridae	LR597638	Escherichia phage ESSI2_ev040	dsDNA	30597
Reginaelenavirus		Peduoviridae	KY271397	Klebsiella phage 3LV2017	dsDNA	35100
Reipivirus		Peduoviridae	MK416015	Klebsiella phage ST16-OXA48phi5.4	dsDNA	38322
Sanguivirus		Peduoviridae	CP014526.1	Haematospirillum phage H5569V	dsDNA	32967
Senquatrovirus		Peduoviridae	KT630645	Salmonella phage SEN4	dsDNA	33509
Seongnamvirus		Peduoviridae	HQ110083	Cronobacter phage ESSI-2	dsDNA	28765
Simpcentumvirus		Peduoviridae	JQ809663	Stenotrophomonas phage Smp131	dsDNA	33525
Tigrvirus		Peduoviridae	OM304382	Burkholderia phage PhiBP82.2	dsDNA	36280
Tigrvirus		Peduoviridae	CP000623	Burkholderia phage phiE202	dsDNA	35741
Tresduoquattuorvirus		Peduoviridae	OM095401	Yersinia phage vB_YenM_324	dsDNA	29180
Valbvirus		Peduoviridae	MT662115	Vibrio phage ValB1MD-2	dsDNA	36616
Vimunumvirus		Peduoviridae	MK416018	Klebsiella phage ST147-VIM1phi7.1	dsDNA	34141
Vulnificusvirus		Peduoviridae	HG803181	Vibrio phage PV94	dsDNA	33828
Wadgaonvirus		Peduoviridae	CP025900	Escherichia phage 500465-1	dsDNA	39179
Xuanwuvirus		Peduoviridae	KP063541	Escherichia phage P88	dsDNA	35814
Xuanwuvirus		Peduoviridae	LR595891	Escherichia phage P88_4B11	dsDNA	37100
Yongunavirus		Peduoviridae	MN563793	Vibrio phage vB_ValM-yong1	dsDNA	33851
Yulgyerivirus		Peduoviridae	CP052639.1	Klebsiella phage E16KP0115V	dsDNA	32368
Callevirus		Pervagoviridae	MT732432	Cellulophaga phage Calle_1	dsDNA	72979
Callevirus		Pervagoviridae	KC821614	Cellulophaga phage phi38:1	dsDNA	72534
Corunyavirus		Pituviridae	MK422452	Klebsiella phage ST13-OXA48phi12.2	dsDNA	34141
Keypisivirus		Pituviridae	MK416017	Klebsiella phage ST101-KPC2phi6.3	dsDNA	43942
Oxavirus		Pituviridae	MK422450	Klebsiella phage ST13-OXA48phi12.4	dsDNA	59049
Pituvirus		Pituviridae	PQ351753	Klebsiella phage vB_VIPKPNMC05	dsDNA	34476
Samsivirus		Pituviridae	OK490458	Klebsiella phage Kp4880-2	dsDNA	39508
Vimivirus		Pituviridae	OK490474	Klebsiella phage Kp4887-3	dsDNA	40133
Vimivirus		Pituviridae	MK448232	Klebsiella phage ST147-VIM1phi7.2	dsDNA	34200
Xubiasivirus		Pituviridae	ON470608	Escherichia phage vB_EcoS-733R5	dsDNA	46651
Trinifflemingvirus	Staniewskivirinae	Pootjesviridae	MN988532	Rhizobium phage RHph_I1_9	dsDNA	154206
Trinifflemingvirus	Staniewskivirinae	Pootjesviridae	MN988534	Rhizobium phage RHph_N34	dsDNA	153811
Emnonavirus		Pootjesviridae	KP881232	Sinorhizobium phage phiM9	dsDNA	149218
Heverleevirus		Pootjesviridae	MT234342	Agrobacterium phage OLIVR5	dsDNA	151073
Innesvirus		Pootjesviridae	MT778837	Rhizobium phage AF3	dsDNA	156186
Innesvirus		Pootjesviridae	KM199770	Rhizobium phage vB_RleM_P10VF	dsDNA	156446
Rollinsvirus		Pootjesviridae	MF403007	Agrobacterium phage Atu_ph04	dsDNA	143349
Andhravirus	Rakietenvirinae	Rountreeviridae	KY442063	Staphylococcus phage Andhra	dsDNA	18546
Andhravirus	Rakietenvirinae	Rountreeviridae	MT596500	Staphylococcus phage BESEP3	dsDNA	18271
Rosenblumvirus	Rakietenvirinae	Rountreeviridae	MG766218	Staphylococcus phage vB_SauP_phiAGO1.3	dsDNA	17603
Rosenblumvirus	Rakietenvirinae	Rountreeviridae	KM366100	Staphylococcus phage BP39	dsDNA	17641
Copernicusvirus	Sarlesvirinae	Rountreeviridae	MT757399	Enterococcus phage AE4_17	dsDNA	18477
Copernicusvirus	Sarlesvirinae	Rountreeviridae	MK721188	Enterococcus phage vB_EfaP_Ef6.2	dsDNA	17966
Minhovirus	Sarlesvirinae	Rountreeviridae	KT945995	Enterococcus phage vB_EfaP_IME199	dsDNA	18838
Minhovirus	Sarlesvirinae	Rountreeviridae	MK360025	Enterococcus phage vB_EfaP_Zip	dsDNA	18742
Fischettivirus		Rountreeviridae	AY212251	Streptococcus phage C1	dsDNA	16687
Negarvirus		Rountreeviridae	KJ528544	Lactococcus phage WP-2	dsDNA	18899
Arthrovirus		Saffermanviridae	MT457475	Arthronema virus TR020	dsDNA	44805
Kozyakovvirus		Saffermanviridae	KF356198	Anabaena phage A-4L	dsDNA	41750
Morrisvirus		Saffermanviridae	ON677538	Plectonema phage JingP1	dsDNA	40797
Morrisvirus		Saffermanviridae	OP589309	Leptolyngbya phage LPP-1	dsDNA	41561
Wumpquatrovirus		Saffermanviridae	OM897575	Leptolyngbya phage Lbo240-yong1	dsDNA	39740
Wumpquatrovirus		Saffermanviridae	DQ875742	Phormidium phage Pf-WMP4	dsDNA	40938
Wumptrevirus		Saffermanviridae	OP590147	Leptolyngbya phage LPP-2, strain SPI	dsDNA	42319
Wumptrevirus		Saffermanviridae	KF598865	Cyanophage PP	dsDNA	42480
Claudivirus	Northropvirinae	Salasmaviridae	KX349899	Bacillus phage Aurora	dsDNA	25908
Claudivirus	Northropvirinae	Salasmaviridae	MT777452	Bacillus phage Baseball_field	dsDNA	26863
Hemphillvirus	Northropvirinae	Salasmaviridae	OQ187816	Bacillus phage BC-5	dsDNA	25439
Hemphillvirus	Northropvirinae	Salasmaviridae	MK284526	Bacillus phage DK1	dsDNA	27180
Klosterneuburgvirus	Northropvirinae	Salasmaviridae	KC685370	Bacillus phage MG-B1	dsDNA	27190
Layangcvirus	Northropvirinae	Salasmaviridae	ON366412	Bacillus phage vB_BceP_LY3	dsDNA	28124
Bahkauvirus	Picovirinae	Salasmaviridae	ON042750	Bacillus phage Chedec 11	dsDNA	17798
Beecentumtrevirus	Picovirinae	Salasmaviridae	X99260	Bacillus phage B103	dsDNA	18630
Beecentumtrevirus	Picovirinae	Salasmaviridae	KU831549	Bacillus phage vB_BsuP-Goe1	dsDNA	18379
Salasvirus	Picovirinae	Salasmaviridae	MF407276	Bacillus phage vB_BveP-Goe6	dsDNA	19105
Salasvirus	Picovirinae	Salasmaviridae	MT459794	Bacillus phage Gxv1	dsDNA	21781
Gaunavirus	Tatarstanvirinae	Salasmaviridae	X96987	Bacillus phage GA1	dsDNA	21129
Gaunavirus	Tatarstanvirinae	Salasmaviridae	MN857617	Bacillus phage SRT01hs	dsDNA	20784
Karezivirus	Tatarstanvirinae	Salasmaviridae	MN082625	Bacillus phage Karezi	dsDNA	20083
Bundooravirus		Salasmaviridae	MN524844	Bacillus phage vB_Bpu_PumA1	dsDNA	18466
Bundooravirus		Salasmaviridae	MN524845	Bacillus phage vB_Bpu_PumA2	dsDNA	18932
Harambevirus		Salasmaviridae	KY921761	Bacillus phage BeachBum	dsDNA	21054
Harambevirus		Salasmaviridae	KY821088	Bacillus phage Harambe	dsDNA	21684
Huangshavirus		Salasmaviridae	MW012634	Bacillus phage Dlc1	dsDNA	28950
Mingyongvirus		Salasmaviridae	KT780304	Bacillus phage VMY22	dsDNA	18609
Cornellvirus	Guernseyvirinae	Sarkviridae	ON720976	Salmonella phage GRNsp27	dsDNA	41187
Cornellvirus	Guernseyvirinae	Sarkviridae	MK479295	Salmonella phage vB_SenS_SE1	dsDNA	40987
Jerseyvirus	Guernseyvirinae	Sarkviridae	JX297445	Salmonella phage vB_SenS_AG11	dsDNA	41546
Jerseyvirus	Guernseyvirinae	Sarkviridae	MT074473	Salmonella phage blauehaus	dsDNA	41993
Kagunavirus	Guernseyvirinae	Sarkviridae	KY295895	Escherichia phage G_AB-2017	dsDNA	41519
Kagunavirus	Guernseyvirinae	Sarkviridae	MG099933	Escherichia phage vB_EcoS-Golestan	dsDNA	44829
Otakuvirus		Sarkviridae	ON087563	Serratia phage vB_SmaM-Otaku	dsDNA	39857
Otakuvirus		Sarkviridae	MW082583	Serratia phage Tsm2	dsDNA	39799
Seretavirus		Sarkviridae	KC460990	Serratia phage Eta	dsDNA	42724
Atduovirus	Brisouvirinae	Schitoviridae	PQ656108	Acinetobacter phage At2	dsDNA	75793
Exceevirus	Brisouvirinae	Schitoviridae	MN508356	Acinetobacter phage VB_ApiP_XC38	dsDNA	79328
Nacbunavirus	Brisouvirinae	Schitoviridae	OQ032511	Acinetobacter phage nACB1	dsDNA	79638
Acanvirus	Demetervirinae	Schitoviridae	MW980066	Rhizobium phage RHEph16	dsDNA	77178
Acanvirus	Demetervirinae	Schitoviridae	MW980071	Rhizobium phage RHEph22	dsDNA	77655
Cyamitesvirus	Demetervirinae	Schitoviridae	MN988555	Rhizobium phage RHph_I1_6	dsDNA	77174
Cyamitesvirus	Demetervirinae	Schitoviridae	MN988517	Rhizobium phage RHph_N38	dsDNA	78126
Enquatrovirus	Enquatrovirinae	Schitoviridae	EF056009	Escherichia phage N4	dsDNA	70153
Gamaleyavirus	Enquatrovirinae	Schitoviridae	OZ035810	Escherichia phage AN24P2	dsDNA	71225
Gamaleyavirus	Enquatrovirinae	Schitoviridae	KF192075	Escherichia phage vB_EcoP_PhAPEC5	dsDNA	71248
Kaypoctavirus	Enquatrovirinae	Schitoviridae	PQ741797	Klebsiella phage vB_KoxiM_BaqKoxi	dsDNA	72063
Kaypoctavirus	Enquatrovirinae	Schitoviridae	PV533664	Klebsiella phage vB_KpiP_JZBo1	dsDNA	71520
Moovirus	Enquatrovirinae	Schitoviridae	MZ358387	Shigella virus Moo19	dsDNA	72458
Johnsonvirus	Erskinevirinae	Schitoviridae	KF806588	Erwinia phage Ea9-2	dsDNA	75568
Johnsonvirus	Erskinevirinae	Schitoviridae	KX098389	Erwinia phage vB_EamP_Frozen	dsDNA	75147
Yonginvirus	Erskinevirinae	Schitoviridae	MH160392	Erwinia phage phiEaP8	dsDNA	75929
Matsuvirus	Fuhrmanvirinae	Schitoviridae	JF974296	Pseudoalteromonas phage pYD6-A	dsDNA	76802
